feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Veillonella	group	IgE	-0.0643487318617656	0.360105737504262	218	86	0.858346384898029	0.9999999946456
Veillonella	group	nE	0.00256107761118471	0.467119919284815	218	86	0.995630568787834	0.9999999946456
Robinsoniella	group	IgE	-0.0048314201324498	0.135408086272221	218	9	0.971602926780833	0.9999999946456
Robinsoniella	group	nE	-0.0834684077639598	0.175487694352666	218	9	0.635131127609624	0.9999999946456
X.Eubacterium._hallii_group	group	IgE	-1.43224318178848e-12	1.02942561247713e-06	218	9	0.999998910611231	0.9999999946456
X.Eubacterium._hallii_group	group	nE	-1.44201891590747e-12	1.32714840549821e-06	218	9	0.999999149229216	0.9999999946456
Butyricicoccus	group	IgE	-0.0100681393889179	0.12478156066015	218	12	0.935907534459043	0.9999999946456
Butyricicoccus	group	nE	-0.0365305790737718	0.168920340374	218	12	0.829487597559064	0.9999999946456
Stenotrophomonas	group	IgE	-0.233045197835409	0.262709695758707	218	34	0.376065634867531	0.9999999946456
Stenotrophomonas	group	nE	0.215830149778774	0.337976878401425	218	34	0.523770872628541	0.9999999946456
Terrisporobacter	group	nE	-0.0866246295337438	0.325465214927437	218	21	0.790382597004884	0.9999999946456
Hafnia.Obesumbacterium	group	IgE	-0.0363750827075664	0.0826870224025085	218	4	0.660878093946731	0.9999999946456
Hafnia.Obesumbacterium	group	nE	-0.0610210280253554	0.119168898355204	218	4	0.609445796408779	0.9999999946456
Clostridium_sensu_stricto_2	group	IgE	-0.0993404242886156	0.156209959732638	218	4	0.525630937748739	0.9999999946456
Clostridium_sensu_stricto_2	group	nE	-0.193257629853691	0.201809633898587	218	4	0.339360209877289	0.9999999946456
Pygmaiobacter	group	IgE	-0.190132491625286	0.226237279685642	218	9	0.401785967316681	0.9999999946456
Pygmaiobacter	group	nE	-0.107008482840066	0.294406741972437	218	9	0.71663391234719	0.9999999946456
Clostridium_sensu_stricto_13	group	IgE	0.053208469389764	0.0982580163582809	218	9	0.589694973872473	0.9999999946456
Clostridium_sensu_stricto_13	group	nE	-0.000392782599746436	0.0081676974610173	218	9	0.99696556404379	0.9999999946456
Sutterella	group	IgE	0.087281404441187	0.13841255743594	218	5	0.529039088985005	0.9999999946456
Sutterella	group	nE	-0.0997023519196664	0.179701251184694	218	5	0.579619584822981	0.9999999946456
Coprobacillus	group	nE	0.0384384480842124	0.167120322653698	218	13	0.818321571148648	0.9999999946456
Kluyvera	group	IgE	0.0156884090192448	0.028282761758309	218	7	0.581469652585133	0.9999999946456
Kluyvera	group	nE	0.00424128615881564	0.0379616968623882	218	7	0.911459607175366	0.9999999946456
Romboutsia	group	IgE	-0.113962637564555	0.198812401490608	218	27	0.567127905614655	0.9999999946456
Romboutsia	group	nE	-0.209689892426006	0.255220825100572	218	27	0.412219264817966	0.9999999946456
Varibaculum	group	nE	-0.36608197749168	0.308996464092993	218	31	0.23745510669225	0.9999999946456
Plesiomonas	group	nE	-0.139370124845814	0.212609101856986	218	18	0.512928002261859	0.9999999946456
Faecalitalea	group	nE	-0.0115562141968939	0.0810118447911342	218	4	0.886704339958717	0.9999999946456
X.Clostridium._methylpentosum_group	group	IgE	-4.1093443854273e-09	1.68511495912873e-05	218	5	0.999805663199991	0.9999999946456
X.Clostridium._methylpentosum_group	group	nE	-2.87448094097246e-09	2.30697885516817e-05	218	5	0.999900704888938	0.9999999946456
Intestinimonas	group	IgE	0.0201993106329926	0.0870466325983571	218	5	0.816800980838675	0.9999999946456
Intestinimonas	group	nE	0.0466898479086534	0.04495656488812	218	5	0.488155430960302	0.9999999946456
Gordonibacter	group	IgE	0.217165193342699	0.257427996354183	218	26	0.399866498076283	0.9999999946456
Gordonibacter	group	nE	0.365325140452512	0.330874105734788	218	26	0.270787300965755	0.9999999946456
Paraprevotella	group	IgE	0.0202704693498882	0.0197531094398684	218	4	0.400057624983329	0.9999999946456
Paraprevotella	group	nE	-1.25072279071013e-06	0.000399290960643452	218	4	0.998007358662188	0.9999999946456
Peptostreptococcus	group	nE	-0.0926898517163863	0.0835527616596747	218	5	0.270577606413038	0.9999999946456
Fusobacterium	group	nE	-0.175692086880851	0.257961338287947	218	36	0.496770519431452	0.9999999946456
Negativicoccus	group	IgE	-0.161124507829015	0.177204337676391	218	17	0.364940440741619	0.9999999946456
Negativicoccus	group	nE	0.0353328391799803	0.230880479325584	218	17	0.878601575797482	0.9999999946456
Cetobacterium	group	IgE	0.320954740655308	0.274608197559213	218	51	0.243848650126594	0.9999999946456
Paenibacillus	group	IgE	0.0476312132502501	0.105337787111778	218	10	0.651935365179349	0.9999999946456
X.Eubacterium._fissicatena_group	group	nE	-0.0398960827204344	0.164812207723476	218	7	0.808963015052829	0.9999999946456
Bacillus	group	nE	-0.0325479947433242	0.235259323808307	218	24	0.890098134993933	0.9999999946456
Alloprevotella	group	IgE	-0.164458305053906	0.241307115776144	218	87	0.4963359092704	0.9999999946456
Alloprevotella	group	nE	0.0357793398959217	0.308310914370472	218	87	0.907727906267705	0.9999999946456
Pseudonocardia	group	nE	-0.126334618400537	0.321741143709013	218	45	0.695073898444313	0.9999999946456
Parasutterella	group	nE	-0.0829886837472785	0.249922566294526	218	33	0.74017287054375	0.9999999946456
Paeniclostridium	group	IgE	-3.95452243133375e-13	9.88041435441842e-08	218	3	0.999997713470822	0.9999999946456
Paeniclostridium	group	nE	-4.00523135773766e-13	1.30632360821144e-07	218	3	0.999998248273133	0.9999999946456
Aliifodinibius	group	IgE	0.194359512395149	0.183404976843912	218	37	0.290463345970048	0.9999999946456
Pelomonas	group	nE	-0.0556856729318473	0.283146309575644	218	32	0.844273535291412	0.9999999946456
Dialister	group	IgE	0.262411215586	0.260231530720256	218	63	0.314630356560098	0.9999999946456
Helicobacter	group	nE	-0.17765717252698	0.285868388391785	218	65	0.53497063798394	0.9999999946456
Oscillibacter	group	IgE	-0.132806077013941	0.188307015976304	218	20	0.48152187507692	0.9999999946456
Oscillibacter	group	nE	-0.289794984042677	0.242808750049774	218	20	0.234092665694437	0.9999999946456
Paraclostridium	group	IgE	-2.16151389113262e-11	1.22635955949125e-06	218	2	0.999986117747806	0.9999999946456
Paraclostridium	group	nE	-3.72646367215632e-11	1.8660094569151e-06	218	2	0.999984270940009	0.9999999946456
Lactococcus	group	IgE	0.0816424720815556	0.254518020964462	218	38	0.748788388240387	0.9999999946456
Lactococcus	group	nE	0.378170851555158	0.328152411500156	218	38	0.250463887198759	0.9999999946456
Rikenellaceae_RC9_gut_group	group	IgE	-0.192806535205038	0.220582880108	218	69	0.383232967071396	0.9999999946456
Gemella	group	nE	-0.246279252460347	0.261043167188071	218	55	0.346534087470156	0.9999999946456
Fictibacillus	group	nE	-0.272222587953637	0.268243693132908	218	33	0.311329899596009	0.9999999946456
Senegalimassilia	group	IgE	-1.06536123011798e-13	5.13091352446376e-08	218	3	0.999999166967823	0.9999999946456
Senegalimassilia	group	nE	-1.23602947036125e-13	6.8859471378153e-08	218	3	0.999999279856204	0.9999999946456
Halomonas	group	IgE	-0.240516155533633	0.22826109861045	218	56	0.293268027096675	0.9999999946456
Halomonas	group	nE	0.230741025270002	0.291393515929472	218	56	0.429336559023052	0.9999999946456
Anaerosporobacter	group	IgE	-0.0208912966140167	0.0613212276663315	218	4	0.733674886656277	0.9999999946456
Anaerosporobacter	group	nE	-0.0643700891416248	0.0783950610874023	218	4	0.412505586872858	0.9999999946456
Sphingobacterium	group	IgE	-0.0885325197325017	0.152426880579976	218	11	0.562562522000006	0.9999999946456
Sphingobacterium	group	nE	-0.053428164421082	0.19795094257749	218	11	0.787683589346692	0.9999999946456
UCG.002	group	IgE	0.162459725182504	0.197226846027028	218	31	0.411307508492162	0.9999999946456
Holdemanella	group	IgE	-1.733847321501e-08	3.66977290651542e-05	218	3	0.999623542579491	0.9999999946456
Holdemanella	group	nE	1.4839390577564e-07	5.07225874771692e-05	218	3	0.997668914174548	0.9999999946456
Family_XIII_AD3011_group	group	IgE	-0.0671406695811265	0.127804287405548	218	10	0.599891244102167	0.9999999946456
Family_XIII_AD3011_group	group	nE	-0.0160528443912807	0.166006788143191	218	10	0.923054997248077	0.9999999946456
Mogibacterium	group	IgE	-4.02878623114747e-13	1.13771583605683e-07	218	3	0.999998114857439	0.9999999946456
Mogibacterium	group	nE	5.52368254593663e-13	1.44463639358764e-07	218	3	0.999997964205281	0.9999999946456
Gluconacetobacter	group	nE	-0.00405739080671671	0.113747763977472	218	13	0.971621306829068	0.9999999946456
Dermabacter	group	IgE	-0.111405842742009	0.114933513577729	218	18	0.335328578223862	0.9999999946456
Dermabacter	group	nE	0.118929285413903	0.150318132055822	218	18	0.430210168195072	0.9999999946456
GCA.900066575	group	nE	-0.164774769946308	0.165812573380513	218	20	0.321483587893433	0.9999999946456
Anaerococcus	group	IgE	-0.0173284496939853	0.108020348196705	218	14	0.873053802790347	0.9999999946456
Achromobacter	group	IgE	-0.134448915218123	0.127850043154976	218	9	0.294613445408347	0.9999999946456
Achromobacter	group	nE	-0.132042228147084	0.166237786886427	218	9	0.428149723408196	0.9999999946456
Campylobacter	group	IgE	0.0417393081809532	0.105735087064466	218	12	0.693442354686743	0.9999999946456
Campylobacter	group	nE	-0.0462865432243941	0.1397777100772	218	12	0.740863578782823	0.9999999946456
Neisseria	group	IgE	-0.162109684580143	0.153184381355847	218	24	0.291174191531799	0.9999999946456
Sphingomonas	group	nE	-0.166907174137855	0.226533549695395	218	25	0.462067020817678	0.9999999946456
Vibrio	group	IgE	-0.066042823997605	0.113210185339373	218	12	0.560560348131895	0.9999999946456
Vibrio	group	nE	-0.100337282079292	0.148550099628262	218	12	0.500234095663667	0.9999999946456
Eikenella	group	IgE	0.0644139309792795	0.0882428877627684	218	2	0.466275108767605	0.9999999946456
Eikenella	group	nE	-0.0287708581827517	0.111519885318953	218	2	0.796667361372197	0.9999999946456
Lachnoanaerobaculum	group	IgE	-0.141671923262732	0.140107335558828	218	13	0.313137180642102	0.9999999946456
Prevotellaceae_UCG.003	group	IgE	-0.137771175206736	0.148757190069038	218	25	0.355409695329012	0.9999999946456
Dechloromonas	group	nE	-0.0983369700209236	0.100028565221675	218	12	0.327341822837452	0.9999999946456
Subgroup_2	group	IgE	-0.0960772021685919	0.116018370549643	218	20	0.409477070222028	0.9999999946456
Porphyromonas	group	nE	-0.149446819577773	0.185813331673748	218	24	0.422130023052521	0.9999999946456
X.Eubacterium._nodatum_group	group	IgE	-0.0228505815091804	0.0429871906518852	218	6	0.597795168933	0.9999999946456
X.Eubacterium._nodatum_group	group	nE	0.0270286413991181	0.0608767436328675	218	6	0.659169714890512	0.9999999946456
Finegoldia	group	IgE	-0.028048271032104	0.115106095654253	218	12	0.807772835368073	0.9999999946456
Finegoldia	group	nE	-0.111611664933611	0.147786840475558	218	12	0.450953822292593	0.9999999946456
Providencia	group	IgE	-5.54958621695422e-12	4.76567629314933e-07	218	4	0.999991244189586	0.9999999946456
Providencia	group	nE	-6.47663021478053e-12	6.03753094312178e-07	218	4	0.999991934152199	0.9999999946456
Rikenella	group	IgE	-0.111809562160592	0.13518517579248	218	30	0.409311998104257	0.9999999946456
Rikenella	group	nE	-0.150223655945177	0.177383188178411	218	30	0.398016485544397	0.9999999946456
Prevotellaceae_NK3B31_group	group	nE	-0.0627448777574057	0.172876628553659	218	23	0.717063944616938	0.9999999946456
DTU089	group	IgE	0.0251445626913647	0.0282254294554888	218	2	0.374105441132346	0.9999999946456
DTU089	group	nE	0.00539530333195281	0.0353783615793135	218	2	0.878942150115548	0.9999999946456
Mycoplasma	group	nE	0.00628478742615581	0.180103549698305	218	18	0.972195799808329	0.9999999946456
Halospina	group	IgE	-0.0296519354648691	0.0870501717867611	218	18	0.733776477551542	0.9999999946456
Halospina	group	nE	0.125396212302529	0.111678051236199	218	18	0.262842257488312	0.9999999946456
Lactonifactor	group	IgE	1.04007992271331e-12	7.48504762158564e-08	218	1	0.999993915605527	0.9999999946456
Lactonifactor	group	nE	2.56793106349007e-13	9.64953582618923e-08	218	1	0.999998834741809	0.9999999946456
Megasphaera	group	IgE	-2.05343035806885e-13	2.16865424917451e-07	218	5	0.9999993126587	0.9999999946456
Megasphaera	group	nE	2.31989777828427e-13	3.26805151263823e-07	218	5	0.999999484693997	0.9999999946456
Paludicola	group	IgE	-0.0262314230471954	0.0424946245567792	218	4	0.539022070092487	0.9999999946456
Paludicola	group	nE	-0.0606497304242409	0.0562093715573354	218	4	0.283962131237306	0.9999999946456
Coprobacter	group	IgE	1.29672747561780e-13	5.02717380661119e-08	218	1	0.999999139317874	0.9999999946456
Coprobacter	group	nE	-1.75196905576033e-13	6.48108324098302e-08	218	1	0.999999098020065	0.9999999946456
Novosphingobium	group	nE	-0.151406683900273	0.162364816124372	218	21	0.352125541778208	0.9999999946456
Tsukamurella	group	IgE	-0.0342243464087853	0.0840955621798186	218	5	0.68474351507354	0.9999999946456
Tsukamurella	group	nE	-0.0688545707798231	0.109669130390235	218	5	0.531160995648275	0.9999999946456
Agathobacter	group	IgE	-0.00852235680647521	0.077878072051186	218	7	0.912976564495778	0.9999999946456
Agathobacter	group	nE	-0.0971880872352289	0.10059600094568	218	7	0.335092576373206	0.9999999946456
Dokdonella	group	IgE	-9.40068831496045e-11	9.5260307608836e-07	218	1	0.999922326307198	0.9999999946456
Dokdonella	group	nE	-1.20957888256609e-10	1.45814692776476e-06	218	1	0.999934708117815	0.9999999946456
Mitsuokella	group	IgE	-0.0116838517094527	0.0934268808418525	218	11	0.900593876855369	0.9999999946456
Methylophaga	group	IgE	-0.0757340775288421	0.11568440016773	218	16	0.513496388846329	0.9999999946456
Catabacter	group	IgE	-1.95358022565322e-10	1.3840131641068e-06	218	1	0.999889044615599	0.9999999946456
Catabacter	group	nE	-1.88932873334464e-10	1.78428713006899e-06	218	1	0.999916766120219	0.9999999946456
Catenibacterium	group	IgE	-0.0310258568017796	0.108233307596359	218	22	0.774678771718746	0.9999999946456
X67.14	group	IgE	-3.63221083310512e-10	4.35633067307874e-06	218	3	0.999933780302384	0.9999999946456
X67.14	group	nE	-4.15444129440591e-10	5.88328660322772e-06	218	3	0.999943917210997	0.9999999946456
Christensenellaceae_R.7_group	group	IgE	-0.016446133429961	0.114982210817632	218	23	0.886430616712935	0.9999999946456
Reyranella	group	IgE	-0.0578245094376067	0.110947795774387	218	11	0.602808226149677	0.9999999946456
Reyranella	group	nE	0.0412261954735349	0.142737277892628	218	11	0.772995478057021	0.9999999946456
Caproiciproducens	group	IgE	-7.0758130218265e-10	1.18476077532279e-05	218	2	0.999952402871772	0.9999999946456
Caproiciproducens	group	nE	9.87200978711457e-09	1.59323226265518e-05	218	2	0.99950618812799	0.9999999946456
Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium	group	IgE	-0.0267203451821665	0.106012439366098	218	15	0.80143724060376	0.9999999946456
Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium	group	nE	-0.17977228452303	0.147937882567432	218	15	0.226119657043824	0.9999999946456
Halofilum	group	IgE	0.0241877251377488	0.0838743007786351	218	17	0.77333517420984	0.9999999946456
Halofilum	group	nE	0.11230198248587	0.108453770826621	218	17	0.301634186007009	0.9999999946456
GOUTB8	group	nE	-0.0055495884787099	0.125164885384275	218	14	0.964721990205577	0.9999999946456
Haliangium	group	IgE	-0.0448374177498621	0.0472077602953723	218	9	0.345499420311431	0.9999999946456
Haliangium	group	nE	-0.000240490405361361	0.00652905789776999	218	9	0.99542231694502	0.9999999946456
Mycobacterium	group	IgE	-0.0332316674888739	0.0419885724936748	218	10	0.431916458182787	0.9999999946456
Mycobacterium	group	nE	-0.027213537549149	0.0346033308612239	218	10	0.539225551658098	0.9999999946456
Papillibacter	group	IgE	-9.99688054806604e-09	1.69375040941803e-05	218	3	0.999529991414965	0.9999999946456
Papillibacter	group	nE	4.88816943775661e-08	2.34105533069082e-05	218	3	0.998337257508767	0.9999999946456
Erwinia	group	IgE	0.00492098188517492	0.0250863239838489	218	4	0.845220818438705	0.9999999946456
Aquabacterium	group	IgE	-0.0710110740308879	0.0715840965362857	218	6	0.322320776003811	0.9999999946456
Aquabacterium	group	nE	-0.0289993728852619	0.092881722781804	218	6	0.755177671786841	0.9999999946456
Ellin6055	group	IgE	-0.00826132153952257	0.00861734525066352	218	5	0.582095410536389	0.9999999946456
Ellin6055	group	nE	-3.86933823671788e-06	0.000224916875947038	218	5	0.98907502026373	0.9999999946456
Sphingobium	group	IgE	-0.0818153002630693	0.0973480207373427	218	6	0.401596346294894	0.9999999946456
Sphingobium	group	nE	0.00225800077635954	0.126266889312168	218	6	0.985749102354471	0.9999999946456
TRA3.20	group	nE	0.0107687240138296	0.0224228698054921	218	10	0.929149201748286	0.9999999946456
Lachnospira	group	IgE	-0.065129878727852	0.0651168346456359	218	7	0.318601169463675	0.9999999946456
Oribacterium	group	IgE	-2.69881925238756e-09	7.46140116775637e-06	218	6	0.999711921358829	0.9999999946456
Oribacterium	group	nE	-7.49981336497116e-10	1.00081161548031e-05	218	6	0.999940316293957	0.9999999946456
Faecalibaculum	group	IgE	-0.000328973742738747	0.00484687034655822	218	13	0.994854825959342	0.9999999946456
Peptoniphilus	group	IgE	-8.46432431993867e-13	1.30855202915024e-07	218	4	0.999996216716198	0.9999999946456
Peptoniphilus	group	nE	2.63599799063326e-13	1.68700168127666e-07	218	4	0.99999908610315	0.9999999946456
X.Eubacterium._eligens_group	group	IgE	-1.84501790021e-07	0.00011746499982757	218	7	0.999153041535164	0.9999999946456
X.Eubacterium._eligens_group	group	nE	0.000321441509156397	0.0624132917695569	218	7	0.9959022595293	0.9999999946456
Bryobacter	group	IgE	-0.0672789028553276	0.066319548696106	218	4	0.311517696702926	0.9999999946456
Bryobacter	group	nE	0.0714092993566794	0.0855808620331902	218	4	0.405001436934307	0.9999999946456
Dubosiella	group	IgE	0.00572948228546317	0.0862050009120331	218	7	0.947075446481857	0.9999999946456
Dubosiella	group	nE	-0.0957792855507353	0.111841230327446	218	7	0.392746654000474	0.9999999946456
Rubrobacter	group	IgE	3.12655026589549e-14	1.8045847711027e-08	218	1	0.999999540469846	0.9999999946456
Rubrobacter	group	nE	3.72636322527071e-14	2.43439792539784e-08	218	1	0.999999594005228	0.9999999946456
NS9_marine_group	group	IgE	1.38359688029995e-12	1.08759227744436e-07	218	1	0.99999237358172	0.9999999946456
NS9_marine_group	group	nE	1.08932939295978e-13	1.45838518964019e-07	218	1	0.999999552215061	0.9999999946456
Aggregatibacter	group	IgE	-1.34099436710167e-12	1.63611016877413e-07	218	3	0.999994429687049	0.9999999946456
Aggregatibacter	group	nE	-1.53841354489583e-12	2.19449406091944e-07	218	3	0.999995235643744	0.9999999946456
Nitrospira	group	IgE	-2.97112294654164e-13	1.78192502666871e-07	218	6	0.99999891476	0.9999999946456
Nitrospira	group	nE	1.05248298627205e-12	2.30014913251808e-07	218	6	0.999997022334268	0.9999999946456
Nesterenkonia	group	IgE	-0.0184318539861032	0.0942453760194742	218	15	0.845130523381795	0.9999999946456
Nesterenkonia	group	nE	-0.126311220278823	0.121650221167906	218	15	0.30030823068767	0.9999999946456
Muribaculum	group	IgE	0.0405392199433853	0.0686732507282679	218	8	0.555715813416123	0.9999999946456
Muribaculum	group	nE	0.00797616253786427	0.0883590345122248	218	8	0.928157431063082	0.9999999946456
UCG.010	group	IgE	-0.0171205759613783	0.0604200844783796	218	11	0.777617201728302	0.9999999946456
UCG.010	group	nE	0.0518984073061956	0.0784956358512855	218	11	0.51031562475885	0.9999999946456
UCG.005	group	IgE	7.42511164858229e-12	5.61330944779885e-07	218	14	0.99999026912925	0.9999999946456
UCG.005	group	nE	1.00600561308956e-11	7.75855539255784e-07	218	14	0.999990461335424	0.9999999946456
Monoglobus	group	IgE	0.0514023258109142	0.0760286505789752	218	5	0.499712915228611	0.9999999946456
Monoglobus	group	nE	-0.0433728074825313	0.0982355851794097	218	5	0.659288077772719	0.9999999946456
Enhydrobacter	group	IgE	-0.014377709762245	0.0354548640051586	218	4	0.685502735047789	0.9999999946456
Enhydrobacter	group	nE	-0.0448397144223583	0.0460718061540221	218	4	0.331546963458554	0.9999999946456
Erythrobacter	group	IgE	3.36839732809464e-13	4.18108063529253e-08	218	1	0.999997181962237	0.9999999946456
Erythrobacter	group	nE	1.15537587718212e-13	5.60816313812036e-08	218	1	0.999999279366089	0.9999999946456
Pannonibacter	group	IgE	-1.52803212689177e-10	1.62679141013751e-06	218	2	0.999926545947698	0.9999999946456
Pannonibacter	group	nE	2.79491181735677e-10	2.24850652232948e-06	218	2	0.999902794888541	0.9999999946456
SJA.15	group	IgE	3.10021985737888e-14	8.32308901073533e-08	218	2	0.999999801177273	0.9999999946456
SJA.15	group	nE	6.08129107863676e-13	1.11658345593342e-07	218	2	0.999997092901505	0.9999999946456
Weissella	group	IgE	0.01048276230402	0.0450442245369707	218	10	0.81640035608922	0.9999999946456
Weissella	group	nE	0.0478516820991047	0.0586778724793133	218	10	0.416557911924081	0.9999999946456
Rhodobacter	group	IgE	4.33940141091768e-08	1.49613109156568e-05	218	2	0.99769762341625	0.9999999946456
Rhodobacter	group	nE	-1.92509216561486e-08	2.06791116079432e-05	218	2	0.999261013613568	0.9999999946456
Macellibacteroides	group	IgE	2.2418441845857e-10	1.40183719496689e-06	218	1	0.999874277968878	0.9999999946456
Macellibacteroides	group	nE	-1.80781173815824e-11	1.80726607959784e-06	218	1	0.999992136160338	0.9999999946456
PLTA13	group	IgE	1.47286440241202e-05	0.000423266388368346	218	2	0.99351110963244	0.9999999946456
PLTA13	group	nE	2.36086025818645e-06	0.00016601277685009	218	2	0.990951284139829	0.9999999946456
Agromyces	group	IgE	-0.0101924088567283	0.0100649172225175	218	1	0.312363711541779	0.9999999946456
Agromyces	group	nE	-0.0117561449737986	0.0130513359523578	218	1	0.368735357815862	0.9999999946456
Candidatus_Soleaferrea	group	IgE	-4.82927617277552e-14	5.15004742370879e-08	218	1	0.999999682874026	0.9999999946456
Candidatus_Soleaferrea	group	nE	-2.21490883486457e-13	6.61373318285372e-08	218	1	0.999998867304927	0.9999999946456
Howardella	group	IgE	1.18451041574602e-11	3.1037108528978e-07	218	1	0.999970541891657	0.9999999946456
Howardella	group	nE	-2.6718166017351e-12	4.12203119356501e-07	218	1	0.999994996839512	0.9999999946456
Tuzzerella	group	IgE	-0.0272484728915425	0.0894885679610305	218	11	0.76106302061446	0.9999999946456
Tuzzerella	group	nE	-0.00174255090528757	0.11590656407971	218	11	0.988019662718223	0.9999999946456
Herbinix	group	IgE	0.0198452638157234	0.0495521564445253	218	3	0.689711884077158	0.9999999946456
Herbinix	group	nE	-0.050102557196565	0.0628359062212551	218	3	0.426860074992672	0.9999999946456
SC.I.84	group	IgE	-2.00720996852153e-13	1.34199525175952e-07	218	4	0.999999116358642	0.9999999946456
SC.I.84	group	nE	6.00022447211716e-13	1.73011710335987e-07	218	4	0.999997951074314	0.9999999946456
Mucispirillum	group	IgE	-0.0405467716282329	0.0534350976324901	218	11	0.448827044941484	0.9999999946456
Mucispirillum	group	nE	-0.070952871403718	0.0684598265133369	218	11	0.301272432201923	0.9999999946456
Fenollaria	group	IgE	6.42141653095437e-11	2.01355025360316e-06	218	2	0.999974813140373	0.9999999946456
Fenollaria	group	nE	-1.62686885534764e-10	2.70081276790077e-06	218	2	0.999952426651587	0.9999999946456
Dactylosporangium	group	IgE	-1.99849333752279e-13	1.87923288904723e-07	218	7	0.999999258839194	0.9999999946456
Dactylosporangium	group	nE	1.40753917009657e-14	2.49865443942325e-07	218	7	0.999999960649821	0.9999999946456
Chujaibacter	group	IgE	-2.23122103880561e-11	6.18211652091786e-07	218	6	0.999973171874776	0.9999999946456
Chujaibacter	group	nE	-1.21057024597797e-12	8.57026007221018e-07	218	6	0.999998949997318	0.9999999946456
Bacteroidales_RF16_group	group	IgE	-0.00366142973467111	0.0498834470691665	218	7	0.941633674970134	0.9999999946456
Bacteroidales_RF16_group	group	nE	-0.054902370154468	0.0518738185794135	218	7	0.298338455004856	0.9999999946456
Ellin6067	group	IgE	-1.36051350319723e-08	0.000118187123112511	218	8	0.999908279320513	0.9999999946456
Parascardovia	group	IgE	-7.21287123305447e-15	1.91304325525752e-08	218	1	0.999999895414623	0.9999999946456
Parascardovia	group	nE	-4.42410553039576e-14	2.57946464943824e-08	218	1	0.999999524240917	0.9999999946456
Butyrivibrio	group	IgE	-4.90035226577034e-09	8.47042900802202e-06	218	3	0.999539115218965	0.9999999946456
Butyrivibrio	group	nE	-1.04272583547136e-08	1.28154759085378e-05	218	3	0.999351804747891	0.9999999946456
Actinomadura	group	IgE	-0.0787991612489471	0.0752980508071593	218	9	0.296533143172049	0.9999999946456
Actinomadura	group	nE	0.0395983143697737	0.0978083372477528	218	9	0.685996474271001	0.9999999946456
U29.B03	group	nE	-1.71851530223332e-06	0.000234647310034718	218	2	0.995350187607931	0.9999999946456
Marinobacter	group	IgE	-0.0164048262902396	0.0343903666104445	218	7	0.633949499276267	0.9999999946456
Pseudobutyrivibrio	group	nE	0.0983066573361755	0.0967546629499362	218	5	0.310777274607094	0.9999999946456
p.251.o5	group	IgE	4.39610503649709e-10	7.85187633724509e-06	218	6	0.999955382328572	0.9999999946456
p.251.o5	group	nE	3.89013781085187e-09	1.05319102226119e-05	218	6	0.999705645927608	0.9999999946456
Clostridia_vadinBB60_group	group	IgE	-0.0543133204701626	0.0607919633802251	218	10	0.373735232922699	0.9999999946456
Clostridia_vadinBB60_group	group	nE	0.0745037978767235	0.0800434926710503	218	10	0.353818563201059	0.9999999946456
Elizabethkingia	group	nE	-0.000221218819796669	0.0028062187160892	218	7	0.99502392077998	0.9999999946456
Actinobaculum	group	IgE	-6.00988722699445e-14	1.19392796817858e-08	218	1	0.999999131168232	0.9999999946456
Actinobaculum	group	nE	-7.30030406343056e-14	1.82592228746582e-08	218	1	0.999999309909433	0.9999999946456
GKS98_freshwater_group	group	IgE	0.000635494540347365	0.0650953819255369	218	6	0.99222953208565	0.9999999946456
Tumebacillus	group	IgE	-8.35160615093959e-12	1.1366735330795e-06	218	3	0.999994237628507	0.9999999946456
Tumebacillus	group	nE	4.53051123042361e-11	1.46541379730599e-06	218	3	0.999975753227857	0.9999999946456
NRL2	group	IgE	0.0194592015925211	0.0483405135591668	218	6	0.687822567671785	0.9999999946456
Prevotellaceae_YAB2003_group	group	IgE	-0.0709426885071875	0.0704034082429321	218	7	0.314786483366958	0.9999999946456
Prevotellaceae_YAB2003_group	group	nE	-0.1062309558542	0.0919578617129298	218	7	0.249303160333658	0.9999999946456
A2	group	IgE	-3.73877231714608e-13	9.49171980515715e-08	218	3	0.999997780198881	0.9999999946456
A2	group	nE	4.71941205782761e-13	1.25461709221934e-07	218	3	0.999997880142563	0.9999999946456
Phascolarctobacterium	group	IgE	-1.26535577287911e-13	4.44269422788341e-08	218	1	0.999998959428791	0.9999999946456
Phascolarctobacterium	group	nE	-1.41930180840391e-13	5.95924279588557e-08	218	1	0.999999129860204	0.9999999946456
Psychrobacter	group	IgE	3.91142721851589e-11	4.07988778608012e-07	218	2	0.999925672033776	0.9999999946456
Psychrobacter	group	nE	2.09066800580486e-11	6.11553419163802e-07	218	2	0.999973495739684	0.9999999946456
Aquitalea	group	IgE	3.60419994734799e-10	4.07144170892205e-06	218	8	0.999929376369125	0.9999999946456
Aquitalea	group	nE	1.83006006808317e-10	5.24895368795815e-06	218	8	0.999972184812531	0.9999999946456
IMCC26256	group	IgE	-0.00729083767603787	0.0469008439527372	218	6	0.876885656093399	0.9999999946456
IMCC26256	group	nE	0.015879711927801	0.0272709476176431	218	6	0.774695529834733	0.9999999946456
Pseudolabrys	group	IgE	-0.0119995965552905	0.0381477231269026	218	4	0.753684055841404	0.9999999946456
