feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Oscillibacter	group	IgE	-0.040401569138197	0.135330291354624	114	10	0.765893528295131	0.99999999881493
Oscillibacter	group	nE	0.179310704741581	0.323639023609786	114	10	0.580887429886588	0.99999999881493
Clostridium_sensu_stricto_18	group	IgE	2.97053458701859e-13	1.33817463892904e-07	114	5	0.999999044738827	0.99999999881493
Clostridium_sensu_stricto_18	group	nE	-7.81529958933249e-14	4.30165384407151e-07	114	5	0.999999921817352	0.99999999881493
Paraclostridium	group	IgE	5.94671884453342e-11	1.56811200968226e-06	114	2	0.999970666465926	0.99999999881493
Paraclostridium	group	nE	-0.0442149035304061	0.137695498746774	114	2	0.756912557575866	0.99999999881493
Lactococcus	group	IgE	0.185598170714302	0.177859576812087	114	27	0.299093114664759	0.99999999881493
Lactococcus	group	nE	-0.140102229591285	0.42819490626214	114	27	0.74415365196799	0.99999999881493
Gemella	group	IgE	-0.0395159110278825	0.211613212005835	114	28	0.852224396812376	0.99999999881493
Gemella	group	nE	-0.326864118341389	0.51555474444472	114	28	0.527526074466409	0.99999999881493
Fictibacillus	group	IgE	8.25882465636993e-13	2.25007694158899e-07	114	10	0.999997920577234	0.99999999881493
Fictibacillus	group	nE	4.65814139094795e-12	7.2329854033454e-07	114	10	0.999996351477776	0.99999999881493
Senegalimassilia	group	IgE	6.02426878825808e-14	2.75569038500306e-08	114	1	0.999999647628563	0.99999999881493
Senegalimassilia	group	nE	7.14490795896637e-15	5.56407803877948e-08	114	1	0.999999979301913	0.99999999881493
Azospira	group	IgE	-1.77625392448412e-14	1.37698746998267e-08	114	1	0.999999855946521	0.99999999881493
Azospira	group	nE	-5.66619720871843e-14	4.05063478226996e-08	114	1	0.999999843786992	0.99999999881493
Anaerosporobacter	group	IgE	0.0103388096439973	0.0835707635109765	114	4	0.901766072256849	0.99999999881493
Anaerosporobacter	group	nE	0.217468713420825	0.202913752367513	114	4	0.286166085009617	0.99999999881493
Sphingobacterium	group	nE	-0.302659086657488	0.378597054297908	114	10	0.426600399314597	0.99999999881493
UCG.002	group	IgE	0.181289572878657	0.186358705809634	114	18	0.332954985358031	0.99999999881493
UCG.002	group	nE	0.158555242352729	0.45812677503849	114	18	0.730049322567487	0.99999999881493
Odoribacter	group	IgE	0.151587682413186	0.185764957780647	114	16	0.416310157530409	0.99999999881493
Odoribacter	group	nE	0.528502874535666	0.453037146934914	114	16	0.246033257611924	0.99999999881493
Holdemanella	group	IgE	-3.32010459353825e-13	3.34914556661633e-07	114	2	0.99999935780041	0.99999999881493
Holdemanella	group	nE	-0.0279313410101063	0.0788309463968011	114	2	0.779316223676742	0.99999999881493
Family_XIII_AD3011_group	group	IgE	-0.0546569527820515	0.0698458187577827	114	3	0.438531033613447	0.99999999881493
Family_XIII_AD3011_group	group	nE	-0.0734212430878815	0.233390333157745	114	3	0.753756127801973	0.99999999881493
Mogibacterium	group	nE	0.190841019148091	0.216598220315089	114	7	0.397479565762738	0.99999999881493
Gluconacetobacter	group	IgE	3.39670313525765e-10	2.92870825944295e-06	114	4	0.999910465206343	0.99999999881493
Gluconacetobacter	group	nE	0.12586151286747	0.12041751465991	114	4	0.328641868696397	0.99999999881493
Pontibacillus	group	IgE	0.0937615609326007	0.150002049734866	114	15	0.533511024012071	0.99999999881493
Pontibacillus	group	nE	-0.237018300308702	0.388594372643873	114	15	0.543308814465206	0.99999999881493
Dermabacter	group	IgE	-1.69217019211012e-08	4.31604059246101e-05	114	5	0.999688945716956	0.99999999881493
Dermabacter	group	nE	-0.167055203100432	0.291530056820839	114	5	0.567865118008546	0.99999999881493
GCA.900066575	group	IgE	0.132993209875595	0.109979871252986	114	7	0.229844691501102	0.99999999881493
GCA.900066575	group	nE	0.263376112900951	0.27072807095454	114	7	0.332766061530069	0.99999999881493
Corynebacterium	group	nE	0.341846290837772	0.428617484979486	114	21	0.428118731117301	0.99999999881493
Anaerococcus	group	IgE	1.9640242948061e-13	2.14522237988564e-07	114	5	0.999999492792074	0.99999999881493
Anaerococcus	group	nE	-3.87176204534736e-13	6.9036815966604e-07	114	5	0.999999689333694	0.99999999881493
Achromobacter	group	nE	0.0806549739317184	0.378745402895805	114	10	0.831821442008629	0.99999999881493
Campylobacter	group	IgE	-0.22943546391879	0.219340967941485	114	11	0.297901770112391	0.99999999881493
Campylobacter	group	nE	-0.219293327996157	0.543943700572843	114	11	0.687635741756917	0.99999999881493
Neisseria	group	IgE	-0.0876872042823883	0.168273338602118	114	16	0.604858347113714	0.99999999881493
Neisseria	group	nE	-0.550322318848662	0.471414434701597	114	16	0.245995101934286	0.99999999881493
Sphingomonas	group	IgE	0.134212493009354	0.132412337169724	114	8	0.313017575604172	0.99999999881493
Sphingomonas	group	nE	0.259263519628067	0.320013662854588	114	8	0.419644705479001	0.99999999881493
Vibrio	group	IgE	-0.0452966281623864	0.0776657174012009	114	6	0.565139558788751	0.99999999881493
Vibrio	group	nE	-0.152435470390984	0.251347038314567	114	6	0.545701936181652	0.99999999881493
Altererythrobacter	group	IgE	-0.0221560929162707	0.0618974168775864	114	5	0.721613696110568	0.99999999881493
Nitriliruptoraceae	group	nE	0.200597743053309	0.223364888987376	114	12	0.376388875536198	0.99999999881493
Allisonella	group	IgE	2.21924427580622e-13	6.32158871208849e-08	114	1	0.999999156323085	0.99999999881493
Allisonella	group	nE	1.9325758324032e-13	2.29141485188686e-07	114	1	0.999999797417845	0.99999999881493
Ruminococcus	group	IgE	-0.0975557580658239	0.0745723023706013	114	7	0.20735060814907	0.99999999881493
Ruminococcus	group	nE	-0.0480204818279971	0.161947910801566	114	7	0.769179487753854	0.99999999881493
Tolumonas	group	IgE	1.19901144787089e-13	4.30295851320998e-08	114	1	0.999999142226411	0.99999999881493
Tolumonas	group	nE	-9.37368373885558e-14	1.26310570936993e-07	114	1	0.999999771552154	0.99999999881493
Prevotellaceae_UCG.003	group	IgE	0.0494750638788986	0.173174972357948	114	11	0.775665712633421	0.99999999881493
Prevotellaceae_UCG.003	group	nE	-0.240920984332572	0.423714367229613	114	11	0.570838005931565	0.99999999881493
Dechloromonas	group	IgE	1.8801130299628e-06	0.000372288478428445	114	5	0.99677439747043	0.99999999881493
Dechloromonas	group	nE	0.0487169171822158	0.196871657667217	114	5	0.805270762485347	0.99999999881493
Subgroup_2	group	IgE	0.123426383989122	0.0876786119476371	114	6	0.162046583440918	0.99999999881493
Porphyromonas	group	IgE	0.136326664064553	0.122389990360957	114	7	0.26889966356098	0.99999999881493
Porphyromonas	group	nE	-0.187693121799149	0.303308831092563	114	7	0.537652719897878	0.99999999881493
X.Eubacterium._nodatum_group	group	IgE	-7.80516659374374e-14	1.85623407692206e-07	114	6	0.999999782088382	0.99999999881493
X.Eubacterium._nodatum_group	group	nE	-7.61835915730144e-13	5.9670935897197e-07	114	6	0.999999338349166	0.99999999881493
Anaerocolumna	group	IgE	-8.13811335811318e-11	1.25009848468494e-06	114	1	0.999949539422757	0.99999999881493
Anaerocolumna	group	nE	-4.48139020538003e-11	2.52412289522343e-06	114	1	0.999986238208545	0.99999999881493
Finegoldia	group	IgE	0.0954028639683706	0.0596391804323107	114	7	0.158923926224977	0.99999999881493
Finegoldia	group	nE	-0.0512511136196761	0.242599198681087	114	7	0.834464550349418	0.99999999881493
Providencia	group	IgE	-2.22888376838689e-13	8.05171220618074e-08	114	1	0.999999172113868	0.99999999881493
Providencia	group	nE	-0.0109356494122545	0.043360263967017	114	1	0.93131996862832	0.99999999881493
Zoogloea	group	IgE	0.0381858481287735	0.0435182507727468	114	4	0.38320757194798	0.99999999881493
Zoogloea	group	nE	0.00938115437048145	0.12583980200718	114	4	0.940770900267277	0.99999999881493
X.Eubacterium._siraeum_group	group	IgE	0.0584527955519736	0.124352942402471	114	8	0.639276063469746	0.99999999881493
Olsenella	group	IgE	4.91744455955473e-13	6.27005271532933e-08	114	1	0.999998068190914	0.99999999881493
Olsenella	group	nE	-0.0102219325961814	0.0433558547056129	114	1	0.94834258262964	0.99999999881493
Candidatus_Koribacter	group	IgE	1.45315948556938e-13	1.96449351384765e-07	114	7	0.999999606980239	0.99999999881493
Candidatus_Koribacter	group	nE	-8.50977015586652e-13	6.61596930614096e-07	114	7	0.999999316592328	0.99999999881493
Mycoplasma	group	IgE	0.0347029999857795	0.0384637185292285	114	5	0.373206076358931	0.99999999881493
Halospina	group	IgE	-5.91282603825934e-10	9.72571532885767e-06	114	4	0.999951601101051	0.99999999881493
Lactonifactor	group	IgE	1.07719767363693e-11	4.51492770891237e-07	114	1	0.999982005727119	0.99999999881493
Lactonifactor	group	nE	-7.592674907685e-12	1.32853502110358e-06	114	1	0.999995689660343	0.99999999881493
Lachnospiraceae_UCG.001	group	nE	0.0473787894939741	0.331148251289862	114	6	0.886530151441002	0.99999999881493
Megasphaera	group	IgE	-0.112505428867082	0.152069572741056	114	5	0.461003011473413	0.99999999881493
Megasphaera	group	nE	-0.335433246984106	0.371997655946714	114	5	0.369301771522392	0.99999999881493
Paludicola	group	IgE	7.25174726192714e-10	3.45784090689577e-06	114	1	0.999835256108049	0.99999999881493
Paludicola	group	nE	-0.0109834631352289	0.0433579751694203	114	1	0.803247880846374	0.99999999881493
Novosphingobium	group	IgE	5.48295250918975e-13	2.73864141542872e-07	114	3	0.999998658245692	0.99999999881493
Novosphingobium	group	nE	8.34217627367762e-12	5.52969876552419e-07	114	3	0.999989889524686	0.99999999881493
Tsukamurella	group	nE	0.0507518051542415	0.0961289379819556	114	2	0.598668514967829	0.99999999881493
Agathobacter	group	IgE	4.44438311165847e-14	2.85434568170778e-08	114	2	0.999999802482772	0.99999999881493
Agathobacter	group	nE	1.33074428642209e-14	9.17887536953208e-08	114	2	0.999999981609007	0.99999999881493
Dokdonella	group	IgE	-1.99845243960306e-14	1.51128267210123e-08	114	1	0.999999831265746	0.99999999881493
Dokdonella	group	nE	-4.20781697297141e-14	4.44526935930722e-08	114	1	0.999999879214751	0.99999999881493
F082	group	IgE	0.0745098005260786	0.0754061141061789	114	9	0.333754610209268	0.99999999881493
Terrimonas	group	IgE	1.89716912146542e-11	6.00747885350387e-07	114	1	0.999975802922595	0.99999999881493
Terrimonas	group	nE	-1.34841413309223e-11	1.76772395323163e-06	114	1	0.999994155357305	0.99999999881493
Ferruginibacter	group	IgE	4.57187081327149e-10	8.93795605984815e-06	114	2	0.999959571855916	0.99999999881493
Ferruginibacter	group	nE	-5.10181913242221e-10	2.63002863019722e-05	114	2	0.999984668217444	0.99999999881493
Mitsuokella	group	IgE	0.0345985683276264	0.16520931125918	114	11	0.834691409660288	0.99999999881493
Mitsuokella	group	nE	-0.478866362879212	0.418538834333817	114	11	0.255517135225375	0.99999999881493
Solobacterium	group	IgE	-7.35327107728701e-10	1.14551320177418e-05	114	7	0.999949133544797	0.99999999881493
Solobacterium	group	nE	0.187007947851683	0.255649123291071	114	7	0.466034107061517	0.99999999881493
Catabacter	group	IgE	-5.74942075489643e-11	2.47398151994959e-06	114	2	0.999981934769049	0.99999999881493
Catabacter	group	nE	-0.0372777699754814	0.112056766232354	114	2	0.747086052793866	0.99999999881493
Lineage_IIa	group	IgE	0.0618101212888584	0.0973355982975374	114	7	0.526794359117932	0.99999999881493
Catenibacterium	group	IgE	0.182546828916025	0.140247089469415	114	15	0.195797136693335	0.99999999881493
Catenibacterium	group	nE	-0.188112447377043	0.34387870181788	114	15	0.585579980615222	0.99999999881493
Christensenellaceae_R.7_group	group	IgE	-1.58895807193781e-12	1.51074371458115e-06	114	8	0.999999186815322	0.99999999881493
Reyranella	group	IgE	-8.50822720868185e-15	1.86975700409611e-08	114	1	0.999999928579812	0.99999999881493
Reyranella	group	nE	-2.99561772414035e-14	5.50183316523108e-08	114	1	0.999999914543312	0.99999999881493
Caproiciproducens	group	IgE	-2.3954045298056e-10	1.96367789092642e-06	114	1	0.999903457574354	0.99999999881493
Caproiciproducens	group	nE	-3.89072022864027e-10	5.75268899743419e-06	114	1	0.9999464735183	0.99999999881493
Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium	group	nE	0.0570939679607969	0.160187081202588	114	5	0.722257026140074	0.99999999881493
Bradymonadaceae	group	IgE	-2.82332437833475e-13	1.3569448010653e-07	114	6	0.999999094936809	0.99999999881493
Bradymonadaceae	group	nE	-9.31550733142867e-13	4.36038267746794e-07	114	6	0.999999070683755	0.99999999881493
Halofilum	group	IgE	-0.0192166232866199	0.0281251633790322	114	7	0.779712163954704	0.99999999881493
Halofilum	group	nE	-0.106918118431032	0.211850446438956	114	7	0.614910888717496	0.99999999881493
GOUTB8	group	nE	-0.0243420151525383	0.113899879908356	114	4	0.831284101205548	0.99999999881493
Haliangium	group	IgE	6.14020356859107e-14	4.22949289078032e-08	114	1	0.999999557059332	0.99999999881493
Haliangium	group	nE	-8.12807032053069e-14	1.24454476929006e-07	114	1	0.999999800736381	0.99999999881493
Mycobacterium	group	IgE	3.75973757467678e-11	7.89708838974639e-07	114	1	0.999964388155227	0.99999999881493
Mycobacterium	group	nE	-0.0109870277537165	0.043357976192399	114	1	0.81300065291309	0.99999999881493
Papillibacter	group	IgE	-2.55677403845716e-11	2.672832425302e-06	114	2	0.999992649170063	0.99999999881493
Papillibacter	group	nE	0.0379432631828249	0.0716909903151032	114	2	0.613882107316593	0.99999999881493
Erwinia	group	IgE	0.0865150156116518	0.0769295025646864	114	4	0.263909848251063	0.99999999881493
Erwinia	group	nE	-0.0386620672480625	0.191374047554362	114	4	0.840325553683879	0.99999999881493
Phenylobacterium	group	IgE	1.03983048106642e-12	2.68875717327089e-07	114	3	0.999997419922892	0.99999999881493
Phenylobacterium	group	nE	-3.79308304301125e-13	5.42901145324222e-07	114	3	0.999999533886214	0.99999999881493
Aquabacterium	group	IgE	-2.69190775393044e-13	6.30251261204003e-08	114	1	0.999998277116436	0.99999999881493
Aquabacterium	group	nE	-4.46303428009292e-13	1.85259330382472e-07	114	1	0.999999028238465	0.99999999881493
Ellin6055	group	IgE	0.0332829635791335	0.0345508927095141	114	3	0.344111211721937	0.99999999881493
Ellin6055	group	nE	-0.0154592098014015	0.121107626192366	114	3	0.898703328305048	0.99999999881493
Raoultibacter	group	IgE	2.50894120133381e-13	6.7749256755277e-08	114	1	0.999998433130627	0.99999999881493
Raoultibacter	group	nE	-1.62984355638103e-13	1.99354839649369e-07	114	1	0.99999965408772	0.99999999881493
X.Ruminococcus._gauvreauii_group	group	IgE	-4.62277037145859e-14	3.84382899739412e-08	114	1	0.999999658865225	0.99999999881493
X.Ruminococcus._gauvreauii_group	group	nE	-1.31932397293795e-13	1.13106179584445e-07	114	1	0.999999669133459	0.99999999881493
Sphingobium	group	IgE	9.23480144487442e-13	3.09602852107617e-07	114	4	0.999998112303743	0.99999999881493
Sphingobium	group	nE	0.522417370902102	0.225184253792243	114	4	0.265174378599117	0.99999999881493
TRA3.20	group	nE	-0.0659249349697879	0.10080279746941	114	6	0.524899745743434	0.99999999881493
Lachnospira	group	IgE	1.50937163338858e-10	2.56314291176807e-06	114	3	0.999954729062302	0.99999999881493
Lachnospira	group	nE	-0.0796162275322458	0.259671937922314	114	3	0.76909852694681	0.99999999881493
Oribacterium	group	nE	-0.045650756293393	0.126489242276311	114	2	0.718962520393546	0.99999999881493
Faecalibaculum	group	nE	-0.14223171619455	0.194449060690893	114	9	0.469854588648805	0.99999999881493
Subgroup_10	group	IgE	6.08261910353164e-11	2.38460738582985e-06	114	4	0.999980449402991	0.99999999881493
Peptoniphilus	group	IgE	0.0461377364320041	0.0695097107565799	114	3	0.510368947508114	0.99999999881493
Peptoniphilus	group	nE	0.0292856568795724	0.174006828191578	114	3	0.866693190212669	0.99999999881493
Bryobacter	group	nE	0.367138808752701	0.298164536302431	114	6	0.220965371497513	0.99999999881493
Dubosiella	group	IgE	3.3594212723714e-13	2.75517530813145e-07	114	2	0.999999257732202	0.99999999881493
Dubosiella	group	nE	0.698766961184378	0.14467210582504	114	2	0.173194869542726	0.99999999881493
OLB12	group	IgE	2.57759491491213e-13	5.84441239030489e-08	114	1	0.999998304987767	0.99999999881493
OLB12	group	nE	-2.47304833134523e-15	1.71974090863274e-07	114	1	0.999999994473265	0.99999999881493
Thiothrix	group	IgE	1.24982781811759e-13	5.12622942438801e-08	114	1	0.999999145291106	0.99999999881493
Thiothrix	group	nE	-9.40292162770267e-14	1.50721457416405e-07	114	1	0.99999978129763	0.99999999881493
NS9_marine_group	group	IgE	5.76125402654175e-14	3.35653163578352e-08	114	1	0.999999562223596	0.99999999881493
NS9_marine_group	group	nE	-4.16536518572499e-14	9.8767241136355e-08	114	1	0.999999892436177	0.99999999881493
Aggregatibacter	group	nE	0.117225868112817	0.24863768425535	114	3	0.638254734287867	0.99999999881493
Nitrospira	group	IgE	0.00779337778563228	0.020960674345802	114	2	0.716075627473895	0.99999999881493
Nitrospira	group	nE	-0.00674749894657332	0.0763261075070263	114	2	0.929840029006753	0.99999999881493
Nesterenkonia	group	IgE	-1.15211691620521e-13	7.92712206248048e-08	114	4	0.999999573064864	0.99999999881493
Nesterenkonia	group	nE	0.334221043944424	0.126436772132473	114	4	0.760412953653158	0.99999999881493
Muribaculum	group	IgE	-0.00893595614659482	0.0625761944898997	114	5	0.88671026717249	0.99999999881493
UCG.010	group	IgE	3.23384209298849e-09	1.37005971548951e-05	114	9	0.999812267228549	0.99999999881493
UCG.010	group	nE	-0.0620316170763753	0.332559330870549	114	9	0.852374574968333	0.99999999881493
UCG.005	group	IgE	6.84776053388195e-12	7.17162483950846e-07	114	5	0.999993279988517	0.99999999881493
UCG.005	group	nE	1.41807600053592e-11	1.7871452580755e-06	114	5	0.999994369654121	0.99999999881493
Monoglobus	group	IgE	1.32994207290249e-11	1.48763403018913e-06	114	3	0.999993093863273	0.99999999881493
Monoglobus	group	nE	-0.06436447714658	0.153619517815378	114	3	0.686980149593287	0.99999999881493
Enhydrobacter	group	IgE	7.47446300227936e-12	7.68521132504687e-07	114	3	0.999992730568414	0.99999999881493
Enhydrobacter	group	nE	1.45852112540673e-11	2.47045023407319e-06	114	3	0.999995587213883	0.99999999881493
Pediococcus	group	IgE	6.14020356859107e-14	4.22949289078032e-08	114	1	0.999999557059332	0.99999999881493
Pediococcus	group	nE	-8.12807032053069e-14	1.24454476929006e-07	114	1	0.999999800736381	0.99999999881493
Weissella	group	IgE	0.037812274146243	0.0338058858445197	114	3	0.26913431802278	0.99999999881493
Rhodobacter	group	IgE	2.17507579840516e-09	4.84283660724584e-06	114	2	0.999651711332159	0.99999999881493
Rhodobacter	group	nE	-0.00305724658398915	0.0767606024175217	114	2	0.969085501476628	0.99999999881493
Macellibacteroides	group	IgE	-5.31381854524548e-14	1.78943024276947e-08	114	1	0.999999552910298	0.99999999881493
Macellibacteroides	group	nE	-5.66124760210378e-14	5.26546637662428e-08	114	1	0.999999838125655	0.99999999881493
Candidatus_Soleaferrea	group	IgE	-3.19218727720478e-07	8.59708814248989e-05	114	2	0.997352925793023	0.99999999881493
Candidatus_Soleaferrea	group	nE	-0.0137893411000238	0.0787355500748451	114	2	0.861485857852466	0.99999999881493
Howardella	group	IgE	-0.0176155262980815	0.0173972380352739	114	1	0.313622679796291	0.99999999881493
Howardella	group	nE	-0.00508075684022033	0.0417439475056136	114	1	0.90337300881007	0.99999999881493
X.Eubacterium._ventriosum_group	group	IgE	-2.73008272474391e-13	6.91228641671254e-08	114	3	0.999998953519079	0.99999999881493
X.Eubacterium._ventriosum_group	group	nE	-0.0793610982539443	0.134225587616496	114	3	0.891875705890207	0.99999999881493
Bradyrhizobium	group	IgE	-4.30339763439102e-10	3.93315261172457e-06	114	2	0.999915112375581	0.99999999881493
Bradyrhizobium	group	nE	-1.14513509054102e-09	9.9104330248607e-06	114	2	0.999910352581231	0.99999999881493
Tuzzerella	group	IgE	-4.08289476664948e-12	2.20822306677823e-07	114	2	0.999991230762018	0.99999999881493
Tuzzerella	group	nE	-6.85289716798307e-13	5.56571958178144e-07	114	2	0.999999416048117	0.99999999881493
SC.I.84	group	IgE	-2.18804044870335e-14	2.0095028814945e-08	114	1	0.999999818345197	0.99999999881493
SC.I.84	group	nE	-3.63760379178477e-14	5.91276865309012e-08	114	1	0.999999897362827	0.99999999881493
Mucispirillum	group	IgE	0.0461068826109442	0.0866388069543649	114	8	0.596404488717249	0.99999999881493
SWB02	group	IgE	5.76125402654175e-14	3.35653163578352e-08	114	1	0.999999562223596	0.99999999881493
SWB02	group	nE	-4.16536518572499e-14	9.8767241136355e-08	114	1	0.999999892436177	0.99999999881493
SJA.28	group	IgE	-5.49899994795827e-15	1.99972482091921e-08	114	1	0.999999954362614	0.99999999881493
SJA.28	group	nE	-2.04269343238283e-14	5.88072730710299e-08	114	1	0.999999942352645	0.99999999881493
Fenollaria	group	IgE	-1.36562614226573e-15	1.16294640674287e-08	114	1	0.999999990457827	0.99999999881493
Fenollaria	group	nE	-1.92717902764435e-14	3.39259947032286e-08	114	1	0.999999953840125	0.99999999881493
Dactylosporangium	group	IgE	4.01742854838684e-11	2.09213650920134e-06	114	4	0.999985053553693	0.99999999881493
Dactylosporangium	group	nE	1.34186200362627e-10	4.22431514217043e-06	114	4	0.999975275281923	0.99999999881493
Chujaibacter	group	IgE	0.0410738330808385	0.063206876234346	114	3	0.517273175387839	0.99999999881493
Bacteroidales_RF16_group	group	IgE	0.0929694619760689	0.0784965592528173	114	7	0.24010221479972	0.99999999881493
Bacteroidales_RF16_group	group	nE	-0.016498907352166	0.211892234024863	114	7	0.938105111332173	0.99999999881493
Sulfuricurvum	group	IgE	3.20761533753451e-10	2.30519268798201e-06	114	1	0.999891276493554	0.99999999881493
Sulfuricurvum	group	nE	-1.4489065202662e-11	4.65450490445638e-06	114	1	0.999997567710425	0.99999999881493
CHKCI001	group	IgE	-2.19872829785599e-11	6.50715392610151e-07	114	1	0.999974466356021	0.99999999881493
CHKCI001	group	nE	-1.21251938539787e-11	1.31388499618991e-06	114	1	0.999993026293753	0.99999999881493
Ellin6067	group	IgE	-0.0692080247472924	0.0915578659071411	114	7	0.452199311334426	0.99999999881493
Ellin6067	group	nE	-0.102201956926529	0.253425195008776	114	7	0.687707883670828	0.99999999881493
OM27_clade	group	IgE	3.79689193138995e-11	8.48904933390898e-07	114	1	0.999965363807108	0.99999999881493
OM27_clade	group	nE	-2.67564081575515e-11	2.49793600909475e-06	114	1	0.999991705170294	0.99999999881493
Butyrivibrio	group	IgE	1.15603498460048e-10	3.1030715583546e-06	114	3	0.999971437494428	0.99999999881493
Butyrivibrio	group	nE	-2.71103034626785e-10	9.9749793805273e-06	114	3	0.999979162793857	0.99999999881493
Actinomadura	group	IgE	1.00020861938991e-10	1.31288769655703e-06	114	2	0.999944063160352	0.99999999881493
Actinomadura	group	nE	-0.00461855591425286	0.0634050384109995	114	2	0.946571806883434	0.99999999881493
Marinobacter	group	IgE	-7.98092407544416e-14	1.46839813554893e-07	114	3	0.999999754714417	0.99999999881493
Marinobacter	group	nE	0.296653759388462	0.113424691970205	114	3	0.533433356536329	0.99999999881493
Slackia	group	IgE	-2.49724760171642e-12	2.19690475264033e-07	114	1	0.999992834134592	0.99999999881493
Slackia	group	nE	-1.38888074380698e-12	4.43585708924471e-07	114	1	0.999998026188499	0.99999999881493
Pseudobutyrivibrio	group	IgE	1.46248641353133e-10	1.555610445853e-06	114	1	0.999926949268392	0.99999999881493
Pseudobutyrivibrio	group	nE	-6.52710617653409e-12	3.14099404017963e-06	114	1	0.999998385317472	0.99999999881493
p.251.o5	group	IgE	7.72832124936752e-12	5.73716132137844e-07	114	2	0.999989914704727	0.99999999881493
p.251.o5	group	nE	-3.24439883044373e-13	1.15841661073717e-06	114	2	0.999999790313772	0.99999999881493
Clostridia_vadinBB60_group	group	IgE	3.37748640210519e-13	2.2118030009399e-07	114	4	0.999999035329464	0.99999999881493
Clostridia_vadinBB60_group	group	nE	4.65296053276937e-12	4.4660454132461e-07	114	4	0.999993418312106	0.99999999881493
Elizabethkingia	group	IgE	0.0778366997938599	0.0591576140568036	114	3	0.191095771429759	0.99999999881493
Elizabethkingia	group	nE	0.0207398151552606	0.14428604307739	114	3	0.885981470911969	0.99999999881493
GKS98_freshwater_group	group	IgE	1.23356536331195e-13	4.62028214466836e-08	114	2	0.999999156460006	0.99999999881493
GKS98_freshwater_group	group	nE	3.38220112903245e-14	1.38020051638721e-07	114	2	0.999999922577058	0.99999999881493
NRL2	group	IgE	0.0463568168325774	0.0950423601394129	114	5	0.626700686467467	0.99999999881493
NRL2	group	nE	-0.170421026809792	0.229652763561745	114	5	0.459828445920511	0.99999999881493
Marivita	group	IgE	6.68093557241045e-12	3.75408502831159e-07	114	2	0.999988117463435	0.99999999881493
Marivita	group	nE	-0.0270114798799563	0.0766304859228859	114	2	0.772745513355835	0.99999999881493
Chryseobacterium	group	IgE	1.52558035242853e-10	2.0738825101954e-06	114	4	0.999943933701892	0.99999999881493
Chryseobacterium	group	nE	0.0931611364466367	0.12320049999469	114	4	0.482213325131176	0.99999999881493
Sulfuritalea	group	IgE	3.14106222262234e-14	8.24629807866779e-09	114	1	0.999999766626246	0.99999999881493
Sulfuritalea	group	nE	3.56368182058356e-15	2.41991053667554e-08	114	1	0.99999999097735	0.99999999881493
X.Eubacterium._ruminantium_group	group	IgE	-1.43066821170175e-12	1.56346405388626e-07	114	1	0.999994237182017	0.99999999881493
X.Eubacterium._ruminantium_group	group	nE	-2.42703660786714e-12	4.60055703115427e-07	114	1	0.999996677616449	0.99999999881493
Psychrobacter	group	IgE	-2.5929464615366e-11	9.06530650852571e-07	114	4	0.999978018859799	0.99999999881493
Psychrobacter	group	nE	-1.42599692110773e-11	1.83041151338987e-06	114	4	0.999994013003443	0.99999999881493
Aquitalea	group	nE	-0.0149250161559676	0.0680222093007749	114	2	0.826817496399299	0.99999999881493
IMCC26256	group	nE	-0.054805407878832	0.0846552485698417	114	2	0.518737572926986	0.99999999881493
Candidatus_Competibacter	group	IgE	3.15976268996741e-14	2.55039894507888e-08	114	1	0.999999751483447	0.99999999881493
Candidatus_Competibacter	group	nE	-2.1639644786606e-14	7.40442674759641e-08	114	1	0.999999941377056	0.99999999881493
Pseudolabrys	group	IgE	1.76837735968554e-13	6.47505486952142e-08	114	2	0.999999309049221	0.99999999881493
Pseudolabrys	group	nE	-0.0262172763539123	0.0647494734762036	114	2	0.920069083615916	0.99999999881493
Salinimicrobium	group	IgE	-5.59152317020343e-13	9.49687180498727e-08	114	2	0.99999800678553	0.99999999881493
Salinimicrobium	group	nE	-0.0280065768306264	0.0836398008905539	114	2	0.899666546206116	0.99999999881493
Actinospica	group	IgE	-0.00353023306110532	0.0553236462982276	114	4	0.949241373959788	0.99999999881493
Actinospica	group	nE	-0.0843880523277642	0.133950880163794	114	4	0.530087528010902	0.99999999881493
Methylobacterium.Methylorubrum	group	IgE	0.012427258978399	0.0329237139373757	114	3	0.708154682868203	0.99999999881493
Gordonia	group	IgE	4.98406084408664e-12	2.86591368101723e-07	114	1	0.999989267205438	0.99999999881493
Gordonia	group	nE	-0.0109144304430623	0.0433578900909032	114	1	0.848086370708351	0.99999999881493
Flavobacterium	group	IgE	-1.51671629325637e-13	2.06837279313629e-07	114	2	0.999999546754569	0.99999999881493
Flavobacterium	group	nE	-5.80446097999663e-13	4.17641436919702e-07	114	2	0.99999914095556	0.99999999881493
Idiomarina	group	IgE	-0.00822381159916962	0.0172269275603597	114	2	0.634832000801966	0.99999999881493
Idiomarina	group	nE	-0.00526696117456262	0.0378594375661485	114	2	0.889937888664194	0.99999999881493
Ochrobactrum	group	IgE	-1.36562614226573e-15	1.16294640674287e-08	114	1	0.999999990457827	0.99999999881493
Ochrobactrum	group	nE	-1.92717902764435e-14	3.39259947032286e-08	114	1	0.999999953840125	0.99999999881493
